Array riordinato: 
Elemento 40266: 11.3585
Elemento 40267: 11.3585
Elemento 40268: 11.3586
Elemento 40269: 11.3588
Elemento 40270: 11.3588
Elemento 40271: 11.3589
Elemento 40272: 11.3589
Elemento 40273: 11.3591
Elemento 40274: 11.3591
Elemento 40275: 11.3595
Elemento 40276: 11.3597
Elemento 40277: 11.36
Elemento 40278: 11.3602
Elemento 40279: 11.3602
Elemento 40280: 11.3604
Elemento 40281: 11.3605
Elemento 40282: 11.3613
Elemento 40283: 11.3614
Elemento 40284: 11.3617
Elemento 40285: 11.3617
Elemento 40286: 11.3617
Elemento 40287: 11.3618
Elemento 40288: 11.3618
Elemento 40289: 11.3621
Elemento 40290: 11.3621
Elemento 40291: 11.3621
Elemento 40292: 11.3621
Elemento 40293: 11.3622
Elemento 40294: 11.3624
Elemento 40295: 11.3626
Elemento 40296: 11.3627
Elemento 40297: 11.3637
Elemento 40298: 11.3638
Elemento 40299: 11.3639
Elemento 40300: 11.3641
Elemento 40301: 11.3644
Elemento 40302: 11.3644
Elemento 40303: 11.3644
Elemento 40304: 11.3645
Elemento 40305: 11.3649
Elemento 40306: 11.365
Elemento 40307: 11.3651
Elemento 40308: 11.3651
Elemento 40309: 11.3652
Elemento 40310: 11.3652
Elemento 40311: 11.3653
Elemento 40312: 11.3654
Elemento 40313: 11.3655
Elemento 40314: 11.3655
Elemento 40315: 11.3655
Elemento 40316: 11.3655
Elemento 40317: 11.3656
Elemento 40318: 11.3658
Elemento 40319: 11.3659
Elemento 40320: 11.366
Elemento 40321: 11.366
Elemento 40322: 11.366
Elemento 40323: 11.3661
Elemento 40324: 11.3662
Elemento 40325: 11.3662
Elemento 40326: 11.3663
Elemento 40327: 11.3663
Elemento 40328: 11.3664
Elemento 40329: 11.3664
Elemento 40330: 11.3666
Elemento 40331: 11.3666
Elemento 40332: 11.3667
Elemento 40333: 11.3668
Elemento 40334: 11.3671
Elemento 40335: 11.3671
Elemento 40336: 11.3672
Elemento 40337: 11.3674
Elemento 40338: 11.3675
Elemento 40339: 11.3675
Elemento 40340: 11.3676
Elemento 40341: 11.3677
Elemento 40342: 11.3679
Elemento 40343: 11.368
Elemento 40344: 11.3681
Elemento 40345: 11.3684
Elemento 40346: 11.3684
Elemento 40347: 11.3685
Elemento 40348: 11.3686
Elemento 40349: 11.3687
Elemento 40350: 11.3688
Elemento 40351: 11.3689
Elemento 40352: 11.3691
Elemento 40353: 11.3692
Elemento 40354: 11.3693
Elemento 40355: 11.3694
Elemento 40356: 11.3696
Elemento 40357: 11.3697
Elemento 40358: 11.3698
Elemento 40359: 11.37
Elemento 40360: 11.3701
Elemento 40361: 11.3702
Elemento 40362: 11.3704
Elemento 40363: 11.3707
Elemento 40364: 11.3707
Elemento 40365: 11.371
Elemento 40366: 11.3713
Elemento 40367: 11.3714
Elemento 40368: 11.3714
Elemento 40369: 11.3714
Elemento 40370: 11.3719
Elemento 40371: 11.3719
Elemento 40372: 11.372
Elemento 40373: 11.372
Elemento 40374: 11.3722
Elemento 40375: 11.3723
Elemento 40376: 11.3724
Elemento 40377: 11.3724
Elemento 40378: 11.3725
Elemento 40379: 11.3728
Elemento 40380: 11.3731
Elemento 40381: 11.3731
Elemento 40382: 11.3731
Elemento 40383: 11.3731
Elemento 40384: 11.3732
Elemento 40385: 11.3733
Elemento 40386: 11.3733
Elemento 40387: 11.3733
Elemento 40388: 11.3737
Elemento 40389: 11.3739
Elemento 40390: 11.3741
Elemento 40391: 11.3741
Elemento 40392: 11.3742
Elemento 40393: 11.3743
Elemento 40394: 11.3743
Elemento 40395: 11.3743
Elemento 40396: 11.3748
Elemento 40397: 11.3751
Elemento 40398: 11.3752
Elemento 40399: 11.3753
Elemento 40400: 11.3756
Elemento 40401: 11.376
Elemento 40402: 11.376
Elemento 40403: 11.3761
Elemento 40404: 11.3761
Elemento 40405: 11.3762
Elemento 40406: 11.3764
Elemento 40407: 11.3765
Elemento 40408: 11.3765
Elemento 40409: 11.3767
Elemento 40410: 11.3771
Elemento 40411: 11.3772
Elemento 40412: 11.3773
Elemento 40413: 11.3773
Elemento 40414: 11.3774
Elemento 40415: 11.3774
Elemento 40416: 11.3775
Elemento 40417: 11.3777
Elemento 40418: 11.3778
Elemento 40419: 11.378
Elemento 40420: 11.3781
Elemento 40421: 11.3783
Elemento 40422: 11.3783
Elemento 40423: 11.3783
Elemento 40424: 11.3785
Elemento 40425: 11.3786
Elemento 40426: 11.3787
Elemento 40427: 11.3789
Elemento 40428: 11.3789
Elemento 40429: 11.3791
Elemento 40430: 11.3791
Elemento 40431: 11.3791
Elemento 40432: 11.3792
Elemento 40433: 11.3793
Elemento 40434: 11.3794
Elemento 40435: 11.3797
Elemento 40436: 11.3798
Elemento 40437: 11.3802
Elemento 40438: 11.3804
Elemento 40439: 11.381
Elemento 40440: 11.3811
Elemento 40441: 11.3811
Elemento 40442: 11.3811
Elemento 40443: 11.3812
Elemento 40444: 11.3813
Elemento 40445: 11.3814
Elemento 40446: 11.3815
Elemento 40447: 11.382
Elemento 40448: 11.3821
Elemento 40449: 11.3824
Elemento 40450: 11.3825
Elemento 40451: 11.3825
Elemento 40452: 11.3825
Elemento 40453: 11.3825
Elemento 40454: 11.3826
Elemento 40455: 11.3828
Elemento 40456: 11.3829
Elemento 40457: 11.3829
Elemento 40458: 11.383
Elemento 40459: 11.3832
Elemento 40460: 11.3835
Elemento 40461: 11.3835
Elemento 40462: 11.3838
Elemento 40463: 11.3841
Elemento 40464: 11.3845
Elemento 40465: 11.3845
Elemento 40466: 11.3846
Elemento 40467: 11.3847
Elemento 40468: 11.3851
Elemento 40469: 11.3854
Elemento 40470: 11.3854
Elemento 40471: 11.3855
Elemento 40472: 11.3857
Elemento 40473: 11.3857
Elemento 40474: 11.3857
Elemento 40475: 11.3858
Elemento 40476: 11.386
Elemento 40477: 11.3865
Elemento 40478: 11.3865
Elemento 40479: 11.3865
Elemento 40480: 11.3867
Elemento 40481: 11.3868
Elemento 40482: 11.3868
Elemento 40483: 11.387
Elemento 40484: 11.3876
Elemento 40485: 11.3877
Elemento 40486: 11.3877
Elemento 40487: 11.3878
Elemento 40488: 11.388
Elemento 40489: 11.3883
Elemento 40490: 11.3885
Elemento 40491: 11.3886
Elemento 40492: 11.3886
Elemento 40493: 11.3887
Elemento 40494: 11.3887
Elemento 40495: 11.3889
Elemento 40496: 11.389
Elemento 40497: 11.389
Elemento 40498: 11.3891
Elemento 40499: 11.3892
Elemento 40500: 11.3896
Elemento 40501: 11.3897
Elemento 40502: 11.3897
Elemento 40503: 11.3897
Elemento 40504: 11.3901
Elemento 40505: 11.3901
Elemento 40506: 11.3901
Elemento 40507: 11.3901
Elemento 40508: 11.3903
Elemento 40509: 11.3903
Elemento 40510: 11.3904
Elemento 40511: 11.3905
Elemento 40512: 11.3905
Elemento 40513: 11.3906
Elemento 40514: 11.391
Elemento 40515: 11.3911
Elemento 40516: 11.3912
Elemento 40517: 11.3912
Elemento 40518: 11.3913
Elemento 40519: 11.3915
Elemento 40520: 11.3915
Elemento 40521: 11.3916
Elemento 40522: 11.3917
Elemento 40523: 11.3919
Elemento 40524: 11.392
Elemento 40525: 11.3921
Elemento 40526: 11.3921
Elemento 40527: 11.3921
Elemento 40528: 11.3921
Elemento 40529: 11.3922
Elemento 40530: 11.3922
Elemento 40531: 11.3925
Elemento 40532: 11.3925
Elemento 40533: 11.3927
Elemento 40534: 11.3927
Elemento 40535: 11.3929
Elemento 40536: 11.393
Elemento 40537: 11.3933
Elemento 40538: 11.3935
Elemento 40539: 11.3935
Elemento 40540: 11.3936
Elemento 40541: 11.3936
Elemento 40542: 11.3939
Elemento 40543: 11.3939
Elemento 40544: 11.3939
Elemento 40545: 11.3941
Elemento 40546: 11.3943
Elemento 40547: 11.3943
Elemento 40548: 11.3943
Elemento 40549: 11.3944
Elemento 40550: 11.3948
Elemento 40551: 11.3948
Elemento 40552: 11.3949
Elemento 40553: 11.3953
Elemento 40554: 11.3956
Elemento 40555: 11.3961
Elemento 40556: 11.3963
Elemento 40557: 11.3964
Elemento 40558: 11.3964
Elemento 40559: 11.3967
Elemento 40560: 11.397
Elemento 40561: 11.3976
Elemento 40562: 11.3977
Elemento 40563: 11.3979
Elemento 40564: 11.398
Elemento 40565: 11.3982
Elemento 40566: 11.3983
Elemento 40567: 11.3985
Elemento 40568: 11.3985
Elemento 40569: 11.3987
Elemento 40570: 11.3987
Elemento 40571: 11.3988
Elemento 40572: 11.399
Elemento 40573: 11.3991
Elemento 40574: 11.3991
Elemento 40575: 11.3991
Elemento 40576: 11.3992
Elemento 40577: 11.3993
Elemento 40578: 11.3994
Elemento 40579: 11.3995
Elemento 40580: 11.3997
Elemento 40581: 11.3997
Elemento 40582: 11.3998
Elemento 40583: 11.3998
Elemento 40584: 11.4002
Elemento 40585: 11.4002
Elemento 40586: 11.4003
Elemento 40587: 11.4004
Elemento 40588: 11.4004
Elemento 40589: 11.4004
Elemento 40590: 11.401
Elemento 40591: 11.4011
Elemento 40592: 11.4016
Elemento 40593: 11.4016
Elemento 40594: 11.4018
Elemento 40595: 11.4021
Elemento 40596: 11.4021
Elemento 40597: 11.4024
Elemento 40598: 11.403
Elemento 40599: 11.403
Elemento 40600: 11.403
Elemento 40601: 11.4031
Elemento 40602: 11.4031
Elemento 40603: 11.4032
Elemento 40604: 11.4035
Elemento 40605: 11.404
Elemento 40606: 11.4041
Elemento 40607: 11.4041
Elemento 40608: 11.4043
Elemento 40609: 11.4045
Elemento 40610: 11.4045
Elemento 40611: 11.4047
Elemento 40612: 11.4047
Elemento 40613: 11.4047
Elemento 40614: 11.4054
Elemento 40615: 11.4057
Elemento 40616: 11.4058
Elemento 40617: 11.4059
Elemento 40618: 11.4059
Elemento 40619: 11.406
Elemento 40620: 11.4065
Elemento 40621: 11.4067
Elemento 40622: 11.4067
Elemento 40623: 11.4068
Elemento 40624: 11.407
Elemento 40625: 11.4072
Elemento 40626: 11.4079
Elemento 40627: 11.4079
Elemento 40628: 11.4079
Elemento 40629: 11.408
Elemento 40630: 11.408
Elemento 40631: 11.408
Elemento 40632: 11.4081
Elemento 40633: 11.4082
Elemento 40634: 11.4083
Elemento 40635: 11.4083
Elemento 40636: 11.4084
Elemento 40637: 11.409
Elemento 40638: 11.409
Elemento 40639: 11.409
Elemento 40640: 11.4091
Elemento 40641: 11.4092
Elemento 40642: 11.4097
Elemento 40643: 11.4099
Elemento 40644: 11.41
Elemento 40645: 11.4101
Elemento 40646: 11.4102
Elemento 40647: 11.4102
Elemento 40648: 11.4103
Elemento 40649: 11.4103
Elemento 40650: 11.4103
Elemento 40651: 11.4103
Elemento 40652: 11.4104
Elemento 40653: 11.4105
Elemento 40654: 11.4107
Elemento 40655: 11.4108
Elemento 40656: 11.4108
Elemento 40657: 11.4109
Elemento 40658: 11.4109
Elemento 40659: 11.411
Elemento 40660: 11.4116
Elemento 40661: 11.4117
Elemento 40662: 11.412
Elemento 40663: 11.412
Elemento 40664: 11.4121
Elemento 40665: 11.4122
Elemento 40666: 11.4122
Elemento 40667: 11.4123
Elemento 40668: 11.4124
Elemento 40669: 11.4124
Elemento 40670: 11.4135
Elemento 40671: 11.4136
Elemento 40672: 11.4137
Elemento 40673: 11.4137
Elemento 40674: 11.4139
Elemento 40675: 11.4139
Elemento 40676: 11.4141
Elemento 40677: 11.4143
Elemento 40678: 11.4143
Elemento 40679: 11.4145
Elemento 40680: 11.4146
Elemento 40681: 11.4148
Elemento 40682: 11.4149
Elemento 40683: 11.4149
Elemento 40684: 11.415
Elemento 40685: 11.415
Elemento 40686: 11.415
Elemento 40687: 11.415
Elemento 40688: 11.4151
Elemento 40689: 11.4153
Elemento 40690: 11.4153
Elemento 40691: 11.4154
Elemento 40692: 11.4155
Elemento 40693: 11.4156
Elemento 40694: 11.4157
Elemento 40695: 11.4158
Elemento 40696: 11.4158
Elemento 40697: 11.4159
Elemento 40698: 11.4159
Elemento 40699: 11.416
Elemento 40700: 11.4161
Elemento 40701: 11.4165
Elemento 40702: 11.4168
Elemento 40703: 11.4168
Elemento 40704: 11.4169
Elemento 40705: 11.417
Elemento 40706: 11.4174
Elemento 40707: 11.4175
Elemento 40708: 11.418
Elemento 40709: 11.418
Elemento 40710: 11.4181
Elemento 40711: 11.4182
Elemento 40712: 11.4182
Elemento 40713: 11.4183
Elemento 40714: 11.4185
Elemento 40715: 11.4188
Elemento 40716: 11.419
Elemento 40717: 11.4192
Elemento 40718: 11.4196
Elemento 40719: 11.4197
Elemento 40720: 11.4199
Elemento 40721: 11.4199
Elemento 40722: 11.42
Elemento 40723: 11.4203
Elemento 40724: 11.4204
Elemento 40725: 11.4206
Elemento 40726: 11.4206
Elemento 40727: 11.4206
Elemento 40728: 11.4208
Elemento 40729: 11.4209
Elemento 40730: 11.4209
Elemento 40731: 11.4209
Elemento 40732: 11.421
Elemento 40733: 11.4211
Elemento 40734: 11.4211
Elemento 40735: 11.4213
Elemento 40736: 11.4217
Elemento 40737: 11.422
Elemento 40738: 11.4221
Elemento 40739: 11.4222
Elemento 40740: 11.4224
Elemento 40741: 11.4225
Elemento 40742: 11.4226
Elemento 40743: 11.4227
Elemento 40744: 11.4227
Elemento 40745: 11.4227
Elemento 40746: 11.4228
Elemento 40747: 11.4231
Elemento 40748: 11.4232
Elemento 40749: 11.4235
Elemento 40750: 11.4235
Elemento 40751: 11.4238
Elemento 40752: 11.4238
Elemento 40753: 11.424
Elemento 40754: 11.4242
Elemento 40755: 11.4242
Elemento 40756: 11.4243
Elemento 40757: 11.4244
Elemento 40758: 11.4246
Elemento 40759: 11.4246
Elemento 40760: 11.4248
Elemento 40761: 11.4248
Elemento 40762: 11.4251
Elemento 40763: 11.4251
Elemento 40764: 11.4255
Elemento 40765: 11.4255
Elemento 40766: 11.4257
Elemento 40767: 11.4261
Elemento 40768: 11.4262
Elemento 40769: 11.4263
Elemento 40770: 11.4263
Elemento 40771: 11.4263
Elemento 40772: 11.4265
Elemento 40773: 11.4268
Elemento 40774: 11.4269
Elemento 40775: 11.4272
Elemento 40776: 11.4272
Elemento 40777: 11.4273
Elemento 40778: 11.4274
Elemento 40779: 11.4274
Elemento 40780: 11.4275
Elemento 40781: 11.4279
Elemento 40782: 11.4281
Elemento 40783: 11.4282
Elemento 40784: 11.4284
Elemento 40785: 11.4284
Elemento 40786: 11.4285
Elemento 40787: 11.4285
Elemento 40788: 11.4286
Elemento 40789: 11.4286
Elemento 40790: 11.429
Elemento 40791: 11.4291
Elemento 40792: 11.4291
Elemento 40793: 11.4292
Elemento 40794: 11.4296
Elemento 40795: 11.4297
Elemento 40796: 11.4299
Elemento 40797: 11.4302
Elemento 40798: 11.4305
Elemento 40799: 11.4305
Elemento 40800: 11.4306
Elemento 40801: 11.4307
Elemento 40802: 11.4307
Elemento 40803: 11.4308
Elemento 40804: 11.4309
Elemento 40805: 11.431
Elemento 40806: 11.4316
Elemento 40807: 11.4318
Elemento 40808: 11.4319
Elemento 40809: 11.4319
Elemento 40810: 11.432
Elemento 40811: 11.4321
Elemento 40812: 11.4322
Elemento 40813: 11.4323
Elemento 40814: 11.4325
Elemento 40815: 11.4328
Elemento 40816: 11.4329
Elemento 40817: 11.4329
Elemento 40818: 11.4329
Elemento 40819: 11.433
Elemento 40820: 11.4331
Elemento 40821: 11.4331
Elemento 40822: 11.4332
Elemento 40823: 11.4333
Elemento 40824: 11.4336
Elemento 40825: 11.4339
Elemento 40826: 11.4341
Elemento 40827: 11.4341
Elemento 40828: 11.4341
Elemento 40829: 11.4342
Elemento 40830: 11.4343
Elemento 40831: 11.4343
Elemento 40832: 11.4344
Elemento 40833: 11.4345
Elemento 40834: 11.4345
Elemento 40835: 11.4348
Elemento 40836: 11.4348
Elemento 40837: 11.435
Elemento 40838: 11.435
Elemento 40839: 11.4354
Elemento 40840: 11.4355
Elemento 40841: 11.4355
Elemento 40842: 11.4356
Elemento 40843: 11.4357
Elemento 40844: 11.4357
Elemento 40845: 11.436
Elemento 40846: 11.4361
Elemento 40847: 11.4362
Elemento 40848: 11.4362
Elemento 40849: 11.4365
Elemento 40850: 11.4366
Elemento 40851: 11.4366
Elemento 40852: 11.4367
Elemento 40853: 11.4367
Elemento 40854: 11.4369
Elemento 40855: 11.437
Elemento 40856: 11.4373
Elemento 40857: 11.4374
Elemento 40858: 11.4375
Elemento 40859: 11.4376
Elemento 40860: 11.4376
Elemento 40861: 11.4376
Elemento 40862: 11.4378
Elemento 40863: 11.4378
Elemento 40864: 11.4379
Elemento 40865: 11.438
Elemento 40866: 11.438
Elemento 40867: 11.438
Elemento 40868: 11.4381
Elemento 40869: 11.4381
Elemento 40870: 11.4382
Elemento 40871: 11.4383
Elemento 40872: 11.4384
Elemento 40873: 11.4384
Elemento 40874: 11.4385
Elemento 40875: 11.4386
Elemento 40876: 11.4389
Elemento 40877: 11.439
Elemento 40878: 11.4391
Elemento 40879: 11.4391
Elemento 40880: 11.4392
Elemento 40881: 11.4393
Elemento 40882: 11.4396
Elemento 40883: 11.4398
Elemento 40884: 11.44
Elemento 40885: 11.4402
Elemento 40886: 11.4403
Elemento 40887: 11.4403
Elemento 40888: 11.4406
Elemento 40889: 11.4408
Elemento 40890: 11.441
Elemento 40891: 11.441
Elemento 40892: 11.4411
Elemento 40893: 11.4412
Elemento 40894: 11.4412
Elemento 40895: 11.4414
Elemento 40896: 11.4414
Elemento 40897: 11.4414
Elemento 40898: 11.4417
Elemento 40899: 11.4418
Elemento 40900: 11.4418
Elemento 40901: 11.4419
Elemento 40902: 11.442
Elemento 40903: 11.4421
Elemento 40904: 11.4423
Elemento 40905: 11.4424
Elemento 40906: 11.4425
Elemento 40907: 11.4425
Elemento 40908: 11.4427
Elemento 40909: 11.4428
Elemento 40910: 11.4428
Elemento 40911: 11.4429
Elemento 40912: 11.4429
Elemento 40913: 11.443
Elemento 40914: 11.443
Elemento 40915: 11.4431
Elemento 40916: 11.4431
Elemento 40917: 11.4431
Elemento 40918: 11.4431
Elemento 40919: 11.4432
Elemento 40920: 11.4434
Elemento 40921: 11.4435
Elemento 40922: 11.4437
Elemento 40923: 11.4437
Elemento 40924: 11.4438
Elemento 40925: 11.4438
Elemento 40926: 11.4439
Elemento 40927: 11.444
Elemento 40928: 11.4442
Elemento 40929: 11.4444
Elemento 40930: 11.4445
Elemento 40931: 11.4446
Elemento 40932: 11.4447
Elemento 40933: 11.4447
Elemento 40934: 11.4448
Elemento 40935: 11.4449
Elemento 40936: 11.4451
Elemento 40937: 11.4453
Elemento 40938: 11.4453
Elemento 40939: 11.4455
Elemento 40940: 11.4458
Elemento 40941: 11.446
Elemento 40942: 11.4461
Elemento 40943: 11.4464
Elemento 40944: 11.4468
Elemento 40945: 11.4471
Elemento 40946: 11.4472
Elemento 40947: 11.4473
Elemento 40948: 11.4477
Elemento 40949: 11.4477
Elemento 40950: 11.4477
Elemento 40951: 11.4479
Elemento 40952: 11.4479
Elemento 40953: 11.448
Elemento 40954: 11.448
Elemento 40955: 11.4481
Elemento 40956: 11.4481
Elemento 40957: 11.4482
Elemento 40958: 11.4486
Elemento 40959: 11.4488
Elemento 40960: 11.4488
Elemento 40961: 11.449
Elemento 40962: 11.4491
Elemento 40963: 11.4491
Elemento 40964: 11.4492
Elemento 40965: 11.4493
Elemento 40966: 11.4495
Elemento 40967: 11.4496
Elemento 40968: 11.4497
Elemento 40969: 11.4498
Elemento 40970: 11.4498
Elemento 40971: 11.4499
Elemento 40972: 11.45
Elemento 40973: 11.4501
Elemento 40974: 11.4501
Elemento 40975: 11.4506
Elemento 40976: 11.4506
Elemento 40977: 11.4507
Elemento 40978: 11.451
Elemento 40979: 11.451
Elemento 40980: 11.451
Elemento 40981: 11.451
Elemento 40982: 11.4512
Elemento 40983: 11.4512
Elemento 40984: 11.4513
Elemento 40985: 11.4516
Elemento 40986: 11.4516
Elemento 40987: 11.4518
Elemento 40988: 11.4521
Elemento 40989: 11.4521
Elemento 40990: 11.4525
Elemento 40991: 11.4527
Elemento 40992: 11.4528
Elemento 40993: 11.4533
Elemento 40994: 11.4536
Elemento 40995: 11.4537
Elemento 40996: 11.4537
Elemento 40997: 11.4538
Elemento 40998: 11.4539
Elemento 40999: 11.454
Elemento 41000: 11.454
Elemento 41001: 11.4541
Elemento 41002: 11.4541
Elemento 41003: 11.4543
Elemento 41004: 11.4544
Elemento 41005: 11.4547
Elemento 41006: 11.4548
Elemento 41007: 11.455
Elemento 41008: 11.4551
Elemento 41009: 11.4554
Elemento 41010: 11.4556
Elemento 41011: 11.4558
Elemento 41012: 11.4562
Elemento 41013: 11.4562
Elemento 41014: 11.4564
Elemento 41015: 11.4565
Elemento 41016: 11.4567
Elemento 41017: 11.4568
Elemento 41018: 11.457
Elemento 41019: 11.4572
Elemento 41020: 11.4577
Elemento 41021: 11.4577
Elemento 41022: 11.4578
Elemento 41023: 11.458
Elemento 41024: 11.4581
Elemento 41025: 11.4581
Elemento 41026: 11.4582
Elemento 41027: 11.4583
Elemento 41028: 11.4585
Elemento 41029: 11.4586
Elemento 41030: 11.4588
Elemento 41031: 11.459
Elemento 41032: 11.4593
Elemento 41033: 11.4593
Elemento 41034: 11.4593
Elemento 41035: 11.4595
Elemento 41036: 11.4597
Elemento 41037: 11.4598
Elemento 41038: 11.4599
Elemento 41039: 11.46
Elemento 41040: 11.4601
Elemento 41041: 11.4601
Elemento 41042: 11.4601
Elemento 41043: 11.4606
Elemento 41044: 11.4606
Elemento 41045: 11.4606
Elemento 41046: 11.4607
Elemento 41047: 11.4608
Elemento 41048: 11.4609
Elemento 41049: 11.4609
Elemento 41050: 11.4609
Elemento 41051: 11.461
Elemento 41052: 11.4613
Elemento 41053: 11.4614
Elemento 41054: 11.4614
Elemento 41055: 11.4615
Elemento 41056: 11.4619
Elemento 41057: 11.4624
Elemento 41058: 11.4625
Elemento 41059: 11.4626
Elemento 41060: 11.4627
Elemento 41061: 11.4628
Elemento 41062: 11.463
Elemento 41063: 11.4633
Elemento 41064: 11.4637
Elemento 41065: 11.4638
Elemento 41066: 11.4638
Elemento 41067: 11.4639
Elemento 41068: 11.4639
Elemento 41069: 11.464
Elemento 41070: 11.4641
Elemento 41071: 11.4641
Elemento 41072: 11.4642
Elemento 41073: 11.4643
Elemento 41074: 11.4643
Elemento 41075: 11.4644
Elemento 41076: 11.4646
Elemento 41077: 11.4647
Elemento 41078: 11.4647
Elemento 41079: 11.4647
Elemento 41080: 11.4648
Elemento 41081: 11.4648
Elemento 41082: 11.4649
Elemento 41083: 11.465
Elemento 41084: 11.4655
Elemento 41085: 11.4655
Elemento 41086: 11.4656
Elemento 41087: 11.4656
Elemento 41088: 11.4656
Elemento 41089: 11.4657
Elemento 41090: 11.4659
Elemento 41091: 11.4661
Elemento 41092: 11.4661
Elemento 41093: 11.4661
Elemento 41094: 11.4663
Elemento 41095: 11.4663
Elemento 41096: 11.4665
Elemento 41097: 11.4666
Elemento 41098: 11.4666
Elemento 41099: 11.4667
Elemento 41100: 11.4668
Elemento 41101: 11.4668
Elemento 41102: 11.4669
Elemento 41103: 11.467
Elemento 41104: 11.4671
Elemento 41105: 11.4671
Elemento 41106: 11.4677
Elemento 41107: 11.4677
Elemento 41108: 11.468
Elemento 41109: 11.4683
Elemento 41110: 11.4685
Elemento 41111: 11.4687
Elemento 41112: 11.4688
Elemento 41113: 11.4688
Elemento 41114: 11.4688
Elemento 41115: 11.4688
Elemento 41116: 11.4689
Elemento 41117: 11.469
Elemento 41118: 11.4691
Elemento 41119: 11.4695
Elemento 41120: 11.4696
Elemento 41121: 11.4697
Elemento 41122: 11.4698
Elemento 41123: 11.47
Elemento 41124: 11.4702
Elemento 41125: 11.4703
Elemento 41126: 11.4705
Elemento 41127: 11.4708
Elemento 41128: 11.471
Elemento 41129: 11.471
Elemento 41130: 11.4716
Elemento 41131: 11.4717
Elemento 41132: 11.4718
Elemento 41133: 11.4718
Elemento 41134: 11.4718
Elemento 41135: 11.472
Elemento 41136: 11.4721
Elemento 41137: 11.4721
Elemento 41138: 11.4721
Elemento 41139: 11.4722
Elemento 41140: 11.4722
Elemento 41141: 11.4722
Elemento 41142: 11.4726
Elemento 41143: 11.4727
Elemento 41144: 11.4728
